Student_ID,CGPA,DSA,Python,Java,C++,SQL,DBMS,Operating_System,Computer_Networks,OOPS,React,NodeJS,MongoDB,Git,Linux,AWS,Docker,Kubernetes,Machine_Learning,Communication,Presentation,Teamwork,Leadership,Critical_Thinking,Problem_Solving,Adaptability,Internships,Projects,Hackathons,Certifications,LeetCode,GitHub_Repos,Industry_Ready
S1510,8.14,56,57,33,46,80,40,45,56,90,45,68,80,88,60,76,41,12,32,80,97,86,52,50,95,44,2,2,1,2,257,3,Moderately Ready
S1511,7.3,84,52,57,57,74,69,64,38,88,41,39,85,65,67,43,62,12,72,49,73,75,89,56,66,76,0,2,1,7,132,16,Industry Ready
S1512,9.51,83,63,45,43,51,42,49,37,72,95,34,72,77,98,17,62,25,40,79,79,71,61,41,79,95,2,4,3,0,149,18,Industry Ready
S1513,9.22,50,40,92,63,39,91,90,62,88,92,85,84,89,96,54,11,52,20,72,56,96,56,46,69,86,2,7,4,6,416,4,Industry Ready
S1514,5.69,73,64,82,86,36,84,69,49,53,29,49,46,86,62,69,66,32,96,74,80,97,91,80,88,70,1,3,5,3,491,6,Industry Ready
S1515,5.61,34,71,46,84,44,83,73,42,60,67,23,26,48,27,65,31,96,50,76,51,74,20,96,36,91,3,5,1,1,324,5,Moderately Ready
S1516,7.12,70,57,69,95,75,55,58,82,86,61,83,84,29,82,79,61,24,80,78,78,56,96,70,79,68,3,5,1,6,155,4,Industry Ready
S1517,8.99,88,53,42,66,90,70,42,86,95,78,84,77,90,82,31,90,82,22,67,72,73,45,96,67,42,2,1,4,0,441,12,Industry Ready
S1518,9.75,83,37,81,97,90,92,77,89,56,72,27,44,84,25,42,90,67,94,55,71,65,99,98,57,65,2,6,1,6,141,11,Industry Ready
S1519,6.15,51,82,87,55,80,97,76,71,51,59,71,67,84,93,59,67,49,48,47,60,49,58,70,70,70,3,3,0,6,103,4,Industry Ready
S1520,8.05,94,33,66,90,67,50,75,38,45,94,33,23,36,71,80,43,47,67,72,92,78,66,85,43,41,0,6,1,0,106,3,Moderately Ready
S1521,7.14,93,34,90,96,41,40,81,89,73,81,77,27,41,40,92,80,91,81,92,53,48,75,56,83,54,2,3,0,0,49,7,Industry Ready
S1522,9.67,33,78,63,81,95,86,60,46,95,25,30,87,33,33,55,26,15,44,74,41,64,77,54,60,52,2,0,2,4,201,14,Moderately Ready
S1523,9.12,94,59,99,47,83,36,86,53,83,23,78,79,25,77,61,97,55,53,94,88,59,47,46,61,67,0,7,2,1,168,10,Industry Ready
S1524,9.1,44,92,46,82,68,52,56,91,95,74,43,23,49,44,83,81,15,37,77,46,54,76,69,75,95,0,1,0,3,142,4,Moderately Ready
S1525,7.52,51,76,49,92,68,69,39,71,46,88,51,27,66,75,96,32,94,84,51,54,79,90,78,40,83,3,0,5,0,457,10,Industry Ready
S1526,7.28,76,55,88,82,59,73,49,41,47,22,65,35,39,28,75,42,29,47,54,70,88,91,53,95,53,3,3,5,1,323,9,Industry Ready
S1527,6.68,75,86,98,56,77,35,70,89,92,26,47,38,35,55,30,38,28,23,56,67,66,64,70,77,51,0,5,3,6,298,1,Industry Ready
S1528,5.74,43,66,62,60,60,71,97,62,45,31,35,20,87,76,33,28,23,40,66,80,50,84,48,59,54,0,0,0,6,438,19,Moderately Ready
S1529,9.22,79,36,46,30,54,55,83,71,98,36,61,53,53,98,57,78,74,89,89,47,55,23,48,96,60,1,0,3,0,304,7,Industry Ready
S1530,9.0,49,69,86,35,97,35,89,95,65,86,35,64,20,24,22,46,38,40,60,46,69,80,88,47,99,1,4,4,5,145,20,Industry Ready
S1531,9.8,79,68,30,40,80,38,94,73,45,94,31,82,96,26,73,96,40,39,60,75,61,80,97,58,93,3,1,4,1,336,19,Industry Ready
S1532,9.79,62,91,42,63,42,92,91,57,77,89,95,25,67,25,14,35,34,60,56,49,63,62,92,93,68,2,6,0,1,94,3,Industry Ready
S1533,7.89,88,82,56,92,92,35,63,86,70,55,81,55,27,98,27,33,80,72,66,78,89,38,41,72,96,0,1,3,4,480,15,Industry Ready
S1534,8.81,72,33,99,82,71,47,53,45,36,36,53,85,41,71,84,63,55,81,51,86,63,20,83,42,84,3,3,2,4,408,13,Industry Ready
S1535,9.56,41,54,88,47,83,80,44,47,95,20,57,97,87,93,46,30,61,50,87,69,75,38,61,92,74,1,2,0,1,395,2,Industry Ready
S1536,9.15,69,36,35,50,96,81,44,75,70,86,66,27,53,89,63,99,25,44,83,84,57,70,55,64,86,2,0,0,2,438,7,Industry Ready
S1537,6.56,49,57,52,48,85,41,91,83,83,99,98,86,79,74,41,19,20,88,75,79,59,83,41,53,59,1,1,3,6,302,3,Industry Ready
S1538,7.44,67,98,39,33,48,85,88,49,61,97,41,46,64,96,37,51,27,91,67,80,47,82,54,64,99,1,2,4,0,468,6,Industry Ready
S1539,6.06,32,96,80,58,75,37,90,90,46,68,99,53,56,33,95,38,65,36,64,80,54,48,45,89,57,1,1,5,4,464,8,Industry Ready
S1540,9.6,57,49,48,54,44,84,89,88,92,70,22,47,42,20,54,66,65,98,48,44,52,38,62,80,77,2,5,2,5,83,1,Industry Ready
S1541,8.11,85,40,80,85,61,60,35,65,40,90,20,50,43,92,37,44,66,39,86,60,75,62,93,72,54,1,3,3,1,92,2,Moderately Ready
S1542,6.48,42,96,97,92,78,65,46,95,78,62,72,36,32,56,74,37,78,64,76,45,53,89,67,51,96,3,5,3,5,66,8,Industry Ready
S1543,8.39,95,36,71,56,50,96,69,92,81,50,83,74,88,68,79,21,75,69,62,55,86,58,82,93,51,2,0,2,2,198,6,Industry Ready
S1544,8.16,66,52,86,89,94,60,67,94,57,43,63,94,99,31,84,67,83,70,50,55,86,42,56,71,73,0,6,5,1,447,19,Industry Ready
S1545,7.04,78,90,97,78,99,89,59,87,60,56,66,28,79,24,51,53,99,91,89,63,63,20,75,89,44,0,4,5,3,59,14,Industry Ready
S1546,5.99,95,63,67,94,56,62,50,95,41,84,57,76,57,89,42,16,97,97,40,85,94,80,58,40,97,0,3,0,1,352,16,Industry Ready
S1547,8.39,65,48,91,67,52,78,42,76,66,82,82,64,67,30,25,25,99,52,55,58,76,98,44,76,56,0,3,0,3,217,11,Industry Ready
S1548,7.74,83,87,36,81,76,72,69,63,67,75,60,25,45,72,22,93,25,48,99,58,63,44,62,99,52,1,3,1,4,211,3,Industry Ready
S1549,8.82,55,38,79,30,41,64,80,61,54,93,40,33,96,74,30,44,98,41,89,87,86,23,83,44,99,1,7,2,4,426,16,Industry Ready
S1550,7.74,69,77,81,69,95,42,45,78,86,37,64,50,20,93,68,16,15,86,52,98,57,20,58,74,52,0,2,3,1,420,8,Moderately Ready
S1551,9.16,72,70,55,50,34,48,95,39,76,84,32,73,23,98,56,95,61,22,59,76,71,59,40,86,75,2,3,1,7,159,20,Industry Ready
S1552,7.87,51,77,55,44,38,96,78,86,35,48,85,30,86,69,48,23,64,25,55,98,74,40,66,58,55,1,4,1,4,482,5,Industry Ready
S1553,7.91,49,74,48,79,49,97,45,87,97,96,85,88,99,72,97,68,85,59,93,72,59,62,82,93,79,1,5,1,1,340,17,Industry Ready
S1554,9.27,37,54,38,77,92,74,45,86,41,23,62,21,32,74,52,71,82,95,55,44,81,29,64,55,42,2,0,0,5,179,20,Moderately Ready
S1555,7.23,58,54,90,61,59,47,56,72,92,31,81,36,58,22,36,83,58,88,74,48,71,85,93,86,91,2,1,4,1,52,16,Industry Ready
S1556,6.08,69,48,49,78,45,51,96,78,84,75,67,55,50,35,46,75,81,24,89,60,76,36,45,39,41,3,6,1,3,360,2,Industry Ready
S1557,5.62,59,68,79,97,34,49,82,87,68,67,45,22,43,64,12,31,65,22,71,46,76,32,75,70,64,2,2,3,0,253,16,Moderately Ready
S1558,8.75,84,56,51,74,58,67,97,36,85,38,80,82,98,55,85,25,50,23,62,81,86,29,98,56,92,0,3,5,1,183,16,Industry Ready
S1559,8.17,45,92,42,61,76,50,85,88,44,45,81,62,24,38,16,84,80,82,95,64,72,71,56,42,42,0,1,0,0,327,12,Moderately Ready
S1560,8.53,75,97,41,33,51,47,79,69,60,57,33,52,68,23,67,52,65,24,64,95,40,29,51,86,50,2,5,5,6,385,14,Industry Ready
S1561,6.42,91,48,39,94,86,57,67,80,66,99,73,97,30,78,29,92,98,80,82,86,87,66,64,35,50,3,3,4,2,242,20,Industry Ready
S1562,6.09,36,57,94,94,64,70,94,89,76,44,60,48,43,31,88,29,72,76,67,60,67,28,49,62,49,3,0,4,4,431,11,Industry Ready
S1563,5.56,74,62,59,47,89,77,36,45,96,75,79,42,64,82,74,19,37,61,97,83,66,65,94,65,67,0,4,1,2,15,13,Industry Ready
S1564,7.01,88,39,37,83,99,84,47,63,46,93,28,78,93,75,83,28,84,75,84,52,56,87,99,87,94,0,4,1,2,346,14,Industry Ready
S1565,8.04,85,59,50,76,89,47,91,97,74,47,63,68,53,46,23,21,40,91,95,89,85,73,97,58,50,2,6,0,6,419,13,Industry Ready
S1566,7.19,77,51,51,35,87,64,77,81,68,80,75,74,30,87,88,19,64,47,41,60,54,87,85,79,88,1,5,1,1,137,3,Industry Ready
S1567,7.38,56,32,47,95,32,91,79,41,61,70,22,94,76,43,58,80,61,74,42,49,53,23,78,41,96,3,2,0,7,347,15,Industry Ready
S1568,9.39,82,77,95,38,63,64,65,98,42,31,78,47,48,45,98,65,83,57,70,63,92,94,98,36,46,0,1,4,2,80,7,Industry Ready
S1569,7.0,64,31,77,97,74,44,44,98,81,27,92,90,41,41,83,20,75,42,72,66,70,20,94,97,68,2,1,3,1,253,10,Industry Ready
S1570,7.71,80,83,73,52,79,73,57,46,60,77,32,91,52,89,46,89,55,26,72,72,73,78,94,75,40,2,7,3,4,125,20,Industry Ready
S1571,8.87,66,35,38,72,31,71,63,46,91,42,49,44,91,38,15,70,13,57,86,65,42,44,63,57,91,2,6,2,4,344,4,Industry Ready
S1572,7.21,86,69,96,80,44,37,65,70,41,56,72,26,68,53,15,47,31,96,93,75,95,28,50,84,54,3,4,5,2,206,2,Industry Ready
S1573,8.17,37,31,83,54,66,68,52,63,60,30,99,92,42,30,37,26,54,76,74,56,51,44,63,67,46,1,0,2,1,401,19,Moderately Ready
S1574,9.21,49,31,55,64,44,72,45,45,93,36,70,94,88,64,87,63,37,56,75,60,65,90,42,77,43,2,2,2,3,347,9,Industry Ready
S1575,9.58,82,84,55,46,89,48,81,87,81,75,61,53,48,56,22,54,19,25,65,84,63,45,79,89,94,2,3,3,3,254,4,Industry Ready
S1576,6.13,41,89,63,47,93,98,37,81,69,72,45,41,25,42,22,34,75,29,51,41,99,75,59,85,42,1,5,1,0,257,8,Moderately Ready
S1577,9.48,78,35,37,56,81,73,36,67,64,86,78,86,71,59,19,40,58,46,95,54,97,68,62,71,59,2,2,0,0,127,2,Moderately Ready
S1578,7.62,46,48,39,44,52,88,88,77,84,21,88,69,33,62,89,74,96,76,92,83,73,84,44,97,99,0,4,3,5,295,4,Industry Ready
S1579,6.61,93,56,77,98,66,36,65,52,58,48,98,67,36,23,48,48,89,35,83,41,47,80,99,79,42,3,7,2,6,41,15,Industry Ready
S1580,7.47,71,30,84,44,70,77,42,87,64,76,22,91,99,34,88,29,82,78,85,46,98,28,75,83,68,1,5,2,0,222,12,Industry Ready
S1581,9.71,58,62,83,71,86,87,77,73,88,53,60,89,47,42,32,82,60,47,50,75,51,29,52,35,59,1,3,5,2,94,10,Industry Ready
S1582,7.62,48,69,69,63,54,37,82,68,66,97,20,76,28,31,46,52,52,22,45,85,48,30,75,88,99,3,2,1,6,152,16,Industry Ready
S1583,6.91,40,61,44,77,66,75,36,71,42,21,84,44,85,87,17,75,15,76,64,89,65,55,45,70,49,2,0,2,1,128,20,Moderately Ready
S1584,8.22,79,98,47,37,69,42,56,75,84,94,89,85,23,87,99,10,34,84,85,82,85,75,41,99,74,3,1,2,6,209,3,Industry Ready
S1585,6.53,87,46,52,39,75,97,39,83,81,50,94,35,39,71,69,64,13,86,98,71,97,51,68,75,65,0,3,0,0,15,16,Industry Ready
S1586,5.83,63,37,91,34,89,99,41,44,80,96,69,77,60,60,95,60,85,49,98,42,77,91,44,84,69,1,2,1,1,169,0,Industry Ready
S1587,6.05,49,86,75,77,48,38,54,74,69,63,99,60,55,97,14,14,33,38,73,42,88,54,54,83,65,2,6,4,7,164,5,Industry Ready
S1588,6.05,79,71,68,55,38,44,36,52,95,75,78,70,25,78,36,21,65,27,74,89,82,23,47,81,76,2,0,4,2,360,0,Moderately Ready
S1589,6.15,39,38,44,52,98,84,66,59,85,73,93,40,84,77,28,23,64,81,60,94,98,81,73,44,59,3,6,2,1,489,19,Industry Ready
S1590,6.1,61,64,82,91,34,57,37,75,97,72,82,98,69,78,52,69,63,38,57,72,58,82,92,78,90,1,7,2,5,36,6,Industry Ready
S1591,8.26,81,82,93,42,55,95,75,70,42,93,44,75,83,91,52,49,12,55,47,84,60,27,94,78,92,3,2,0,7,198,10,Industry Ready
S1592,6.28,44,83,92,38,48,81,76,36,68,95,29,66,22,42,44,18,85,88,73,64,52,95,76,38,81,1,6,4,1,133,9,Industry Ready
S1593,6.99,32,54,45,49,59,37,79,83,59,65,96,62,56,20,93,51,56,79,91,76,74,88,65,98,48,3,3,1,7,461,17,Industry Ready
S1594,9.36,66,96,99,86,77,51,51,87,78,73,20,50,22,75,64,51,39,53,87,75,42,80,48,54,50,2,6,1,2,405,9,Industry Ready
S1595,7.54,69,91,95,53,45,56,81,53,77,50,33,34,52,94,70,42,85,74,53,74,64,82,96,88,72,3,0,3,5,369,18,Industry Ready
S1596,8.37,69,84,42,62,47,50,58,60,84,43,40,67,78,23,56,34,50,46,58,58,71,80,47,75,69,1,5,5,7,350,1,Industry Ready
S1597,6.24,85,75,76,49,85,37,68,88,47,44,77,81,34,48,86,87,64,58,59,84,60,56,53,64,69,0,1,3,3,236,0,Industry Ready
S1598,6.33,52,53,38,89,50,86,84,85,80,54,57,89,75,36,65,18,68,61,43,87,53,23,87,75,91,3,6,1,6,201,13,Industry Ready
S1599,5.68,40,75,92,77,60,67,76,59,87,76,20,22,80,68,91,53,49,61,77,58,70,75,64,42,84,0,0,3,1,173,11,Industry Ready
S1600,6.23,93,51,63,93,30,76,67,51,97,91,24,57,87,70,27,92,54,67,71,72,47,62,73,66,62,2,2,5,6,295,14,Industry Ready
S1601,6.7,37,40,58,59,32,36,61,95,36,88,63,77,98,68,74,67,31,50,65,57,46,40,42,74,75,3,2,5,7,309,18,Industry Ready
S1602,6.26,85,77,66,46,54,73,93,80,74,47,84,86,90,43,62,34,24,41,67,66,75,77,71,96,63,0,6,0,1,45,16,Industry Ready
S1603,5.88,89,37,72,43,37,80,53,89,57,95,76,64,87,63,98,41,26,60,51,69,74,35,75,61,70,3,2,2,6,419,17,Industry Ready
S1604,6.02,39,68,93,48,94,82,37,84,93,52,64,63,81,60,94,31,68,43,97,70,58,72,86,73,62,3,5,1,4,118,8,Industry Ready
S1605,7.48,68,64,53,88,91,61,59,45,68,72,79,27,86,76,20,64,34,59,49,78,98,37,44,67,92,2,2,4,4,296,0,Industry Ready
S1606,6.39,57,78,63,96,36,49,49,46,61,35,85,85,42,75,10,70,52,51,80,42,41,76,54,47,81,1,6,4,5,229,0,Industry Ready
S1607,7.07,78,75,77,73,36,41,94,74,89,45,66,90,33,51,92,66,73,70,74,61,44,57,97,63,75,1,2,1,0,353,8,Industry Ready
S1608,7.66,65,67,41,61,37,91,57,82,38,31,45,80,25,50,17,86,60,52,72,91,83,51,67,44,79,3,5,3,6,322,18,Industry Ready
S1609,8.47,42,37,52,40,48,76,45,90,61,96,28,36,52,35,28,70,70,47,53,49,41,38,57,92,88,2,4,3,0,381,5,Moderately Ready
S1610,5.67,65,83,42,31,46,43,93,42,81,50,70,90,28,51,64,76,54,98,79,92,57,67,84,61,73,3,0,1,2,278,18,Industry Ready
S1611,8.94,55,66,74,97,40,40,68,48,74,46,27,55,31,61,25,84,12,82,62,47,54,93,50,92,60,2,0,1,2,170,17,Moderately Ready
S1612,8.2,33,69,94,46,78,91,41,90,61,55,24,87,70,53,75,11,45,41,57,73,55,45,49,79,65,1,0,1,4,316,2,Moderately Ready
S1613,5.85,93,63,76,69,40,64,78,88,41,78,58,99,22,56,21,66,88,37,92,81,51,64,43,84,46,2,0,0,7,272,3,Industry Ready
S1614,9.26,67,46,87,75,70,89,98,51,57,22,87,40,75,35,83,82,73,21,83,92,83,64,59,82,64,3,3,4,4,220,10,Industry Ready
S1615,9.46,51,62,34,33,91,88,57,79,98,51,59,65,65,32,71,42,37,45,51,57,99,34,44,77,42,0,6,0,6,192,16,Industry Ready
S1616,5.76,31,76,34,67,81,61,92,39,63,34,55,65,55,85,95,99,54,58,81,51,75,37,93,48,92,0,2,5,0,2,2,Moderately Ready
S1617,6.69,60,81,89,92,95,93,54,37,95,94,40,35,32,52,67,72,93,36,75,85,61,50,40,78,82,3,4,0,4,77,1,Industry Ready
S1618,8.97,40,38,50,58,97,41,61,43,78,85,45,41,32,54,30,25,30,35,64,96,67,34,52,62,57,0,7,2,1,202,3,Moderately Ready
S1619,8.72,75,62,53,48,96,74,94,54,61,82,94,25,77,56,46,98,36,46,91,71,93,34,85,95,45,3,5,0,6,29,10,Industry Ready
S1620,6.29,91,89,47,58,69,36,42,55,46,20,75,75,53,95,14,10,92,68,76,41,79,84,61,72,93,3,3,5,7,20,2,Industry Ready
S1621,6.4,98,50,50,64,34,48,36,67,51,94,76,64,62,59,79,94,85,22,79,56,82,65,87,67,91,1,6,4,1,143,6,Industry Ready
S1622,7.09,93,87,83,99,51,44,56,39,71,24,78,77,47,27,41,73,44,61,90,91,93,94,52,56,85,1,0,3,6,237,18,Industry Ready
S1623,7.58,39,98,39,52,66,84,70,58,68,25,26,47,75,73,76,93,57,82,61,51,61,35,54,47,52,1,7,4,4,317,5,Industry Ready
S1624,8.16,69,39,53,75,40,52,58,97,70,24,61,36,66,26,19,78,32,48,45,46,43,74,48,40,41,3,5,1,7,59,15,Moderately Ready
S1625,7.09,53,35,89,73,73,52,46,60,40,92,32,55,54,21,78,26,73,21,55,54,51,49,42,98,87,2,0,5,2,114,20,Moderately Ready
S1626,7.49,73,42,86,77,82,50,56,67,66,47,98,31,97,75,97,49,22,33,62,41,60,60,41,88,95,3,5,1,0,392,10,Industry Ready
S1627,8.71,89,94,52,81,90,86,57,52,56,88,53,69,38,76,93,10,39,31,48,66,66,86,51,77,79,1,4,1,1,246,0,Industry Ready
S1628,5.66,91,49,51,37,96,86,97,52,44,63,72,78,70,68,71,22,83,43,82,65,62,36,63,89,86,1,6,0,6,65,7,Industry Ready
S1629,6.59,46,86,97,84,42,65,64,72,63,35,65,31,39,88,46,27,29,47,74,64,81,45,57,62,52,0,0,5,5,409,3,Moderately Ready
S1630,8.57,94,75,63,95,40,57,53,67,45,90,76,81,48,97,56,77,15,37,68,51,66,92,95,92,40,1,0,2,2,361,17,Industry Ready
S1631,9.35,86,37,99,69,40,76,60,61,90,97,80,59,91,27,90,23,28,25,53,56,80,83,97,49,41,2,0,3,5,322,2,Industry Ready
S1632,7.7,84,39,57,60,36,96,45,83,92,41,75,21,84,82,58,14,76,49,44,40,55,77,75,58,43,3,0,0,4,270,12,Industry Ready
S1633,7.79,82,96,68,77,46,84,54,84,86,92,48,44,57,90,33,71,83,53,60,70,71,94,64,96,52,2,3,1,6,267,5,Industry Ready
S1634,5.96,85,40,71,90,77,49,90,49,95,42,33,93,68,65,91,42,19,77,92,79,75,22,91,99,69,3,3,4,5,18,2,Industry Ready
S1635,7.42,38,41,52,81,43,78,79,86,51,62,87,50,47,97,35,35,65,47,45,44,97,47,54,60,83,0,3,1,0,232,13,Moderately Ready
S1636,7.79,51,39,99,67,92,76,81,53,64,87,90,66,52,86,64,70,30,91,40,67,56,23,40,95,51,0,0,4,0,13,6,Moderately Ready
S1637,6.54,42,54,31,65,93,79,92,59,71,62,32,79,32,65,16,77,65,94,70,67,93,59,47,35,72,2,1,3,2,142,17,Industry Ready
S1638,6.66,77,78,53,84,94,69,44,59,39,45,36,92,63,97,87,39,66,72,84,96,57,94,88,80,77,0,3,1,2,86,3,Industry Ready
S1639,7.12,47,78,46,42,63,56,56,67,60,60,48,60,71,86,50,71,11,35,80,47,66,76,76,35,82,3,6,5,2,266,12,Industry Ready
S1640,5.59,69,40,94,66,38,72,58,94,35,89,92,69,96,61,11,71,48,45,67,93,46,84,46,85,87,0,7,5,5,62,10,Industry Ready
S1641,6.88,46,91,99,76,66,98,95,71,43,50,21,42,95,83,39,90,70,84,42,91,93,66,74,70,73,3,7,3,4,298,9,Industry Ready
S1642,6.41,44,65,98,51,59,41,41,77,98,36,81,31,60,92,90,79,54,76,77,53,80,99,77,64,42,3,2,1,4,194,15,Industry Ready
S1643,6.91,44,68,89,68,70,78,72,43,58,28,39,90,68,72,29,66,37,50,91,45,77,53,84,42,82,2,2,1,2,170,10,Industry Ready
S1644,6.01,92,82,79,87,74,41,55,48,39,74,75,41,26,90,65,45,27,46,62,57,93,64,55,36,48,3,1,4,4,128,13,Industry Ready
S1645,9.33,68,85,41,59,76,94,42,37,85,25,71,75,55,26,83,16,23,68,79,76,59,51,98,59,46,0,4,2,0,131,7,Moderately Ready
S1646,8.05,42,30,76,47,36,35,62,90,72,89,44,35,45,26,33,74,64,28,43,49,99,63,56,53,43,2,2,5,6,340,7,Moderately Ready
S1647,8.42,61,85,96,47,43,96,88,60,63,83,81,77,46,55,21,83,68,45,97,86,96,30,77,48,67,3,5,4,3,24,5,Industry Ready
S1648,8.89,38,33,94,68,77,52,65,87,80,23,36,91,43,32,24,86,28,25,45,74,74,55,69,38,81,3,4,0,4,339,0,Moderately Ready
S1649,7.64,69,59,56,55,35,41,75,75,86,86,58,70,90,86,82,50,50,26,51,74,86,32,76,80,71,3,2,3,0,73,5,Industry Ready
S1650,5.87,49,41,77,36,63,88,71,55,80,75,29,25,52,39,91,41,21,32,51,56,72,76,57,67,40,2,5,3,3,209,13,Moderately Ready
S1651,7.81,92,64,91,98,75,44,72,73,93,37,78,21,37,92,57,23,29,68,97,85,98,44,75,71,52,3,1,2,3,224,20,Industry Ready
S1652,8.02,73,81,73,94,88,95,85,57,44,51,44,81,24,72,70,42,43,29,46,66,65,89,51,64,75,2,3,1,2,52,5,Industry Ready
S1653,8.71,67,60,48,75,99,93,71,92,38,67,47,61,20,71,80,39,45,62,67,63,63,56,67,61,65,0,6,3,5,418,14,Industry Ready
S1654,7.36,89,97,88,47,37,93,65,63,86,48,95,62,90,80,37,82,30,68,65,49,63,23,87,47,52,2,4,2,2,408,17,Industry Ready
S1655,6.05,77,81,37,42,53,97,96,96,52,51,80,71,22,80,12,15,65,37,87,90,70,45,50,72,61,1,5,0,0,130,14,Industry Ready
S1656,6.72,47,36,84,54,96,42,52,87,85,44,77,77,55,75,25,19,92,30,46,87,66,32,99,86,63,1,7,3,2,434,11,Industry Ready
S1657,7.06,45,51,76,37,33,89,40,79,57,95,63,39,54,59,45,84,50,29,96,56,88,91,98,74,50,3,5,0,6,177,10,Industry Ready
S1658,8.28,84,85,31,61,30,40,43,61,59,82,42,75,70,82,13,29,50,47,95,91,48,70,82,72,64,3,4,5,3,12,1,Industry Ready
S1659,7.95,68,87,68,46,63,35,45,68,94,28,97,86,31,76,18,98,52,72,42,84,41,66,94,75,54,1,1,4,0,290,1,Industry Ready
S1660,7.03,97,93,74,77,38,90,36,48,71,90,36,78,34,23,21,21,81,73,52,72,45,52,45,39,84,0,7,3,0,472,11,Industry Ready
S1661,9.74,88,41,61,92,92,44,63,75,52,33,98,67,23,45,83,31,95,44,91,72,70,99,98,98,75,2,4,3,5,438,20,Industry Ready
S1662,8.1,91,36,94,69,39,57,85,94,63,39,57,54,75,81,53,85,47,25,80,56,64,61,65,90,77,1,2,1,5,145,5,Industry Ready
S1663,6.52,42,84,67,44,39,50,57,76,64,29,49,27,35,95,75,23,27,30,50,57,55,50,55,83,73,2,3,0,7,434,5,Moderately Ready
S1664,5.94,35,91,40,35,79,50,41,85,41,30,38,95,25,73,28,57,17,52,78,99,84,59,77,93,73,0,0,4,0,29,11,Moderately Ready
S1665,6.16,89,84,39,92,73,90,90,45,75,58,51,51,82,81,22,63,75,88,62,88,45,35,48,73,71,0,1,2,5,39,3,Industry Ready
S1666,6.56,43,65,88,37,77,40,96,69,71,38,39,64,42,37,64,45,29,65,86,83,62,75,57,89,77,1,7,4,5,109,6,Industry Ready
S1667,6.19,83,53,84,61,35,64,49,53,61,38,83,86,96,29,74,70,78,96,40,77,86,93,72,98,64,3,4,3,2,29,11,Industry Ready
S1668,6.3,33,73,49,74,53,97,87,99,55,62,55,46,63,55,79,64,66,74,73,46,96,55,89,37,42,0,4,5,6,185,8,Industry Ready
S1669,6.73,68,46,46,81,87,35,77,95,77,80,84,22,20,21,12,23,27,89,70,88,44,99,58,42,91,0,7,0,5,343,6,Industry Ready
S1670,6.25,54,31,97,42,93,85,69,81,85,89,62,76,76,79,34,11,69,70,72,65,56,75,48,50,98,2,4,3,2,89,15,Industry Ready
S1671,9.36,61,42,34,53,85,80,48,48,47,91,45,84,95,66,61,11,96,44,86,87,48,67,85,60,96,2,4,2,2,320,14,Industry Ready
S1672,5.85,88,60,89,69,41,55,83,86,87,84,26,39,46,92,25,70,11,42,75,40,65,99,83,66,96,1,1,2,4,352,2,Industry Ready
S1673,7.76,92,57,52,43,64,72,52,66,97,42,53,90,44,51,52,15,51,69,75,50,52,77,81,42,82,1,2,3,5,71,5,Industry Ready
S1674,7.26,67,89,75,99,35,97,85,44,91,79,55,60,81,88,65,34,73,65,53,49,46,34,48,94,86,2,2,5,5,11,13,Industry Ready
S1675,9.72,82,56,81,91,94,84,35,51,59,29,25,20,37,70,77,76,53,96,76,70,87,91,83,46,68,0,3,3,7,391,7,Industry Ready
S1676,5.98,96,44,39,90,89,46,61,74,47,82,56,93,99,86,17,32,60,63,71,64,79,34,44,93,60,3,3,3,7,458,3,Industry Ready
S1677,7.21,57,62,75,30,97,78,98,97,71,21,81,95,49,96,89,82,74,32,92,96,57,40,62,93,48,3,0,0,4,77,12,Industry Ready
S1678,9.67,32,49,57,95,58,86,94,49,64,55,92,23,49,86,53,37,74,90,67,40,76,83,90,68,60,1,2,1,4,273,4,Industry Ready
S1679,9.22,51,71,72,61,67,43,75,73,46,76,79,90,66,87,47,34,63,67,40,82,84,26,81,64,60,2,5,2,0,235,19,Industry Ready
S1680,9.01,67,41,55,42,51,99,55,91,99,85,83,29,41,75,32,74,48,36,86,95,63,71,73,78,46,0,1,0,2,103,17,Industry Ready
S1681,6.61,91,52,84,62,37,44,48,44,52,98,69,48,61,33,15,75,17,92,46,42,94,38,77,72,86,3,2,2,4,64,10,Industry Ready
S1682,6.23,86,43,77,61,92,80,54,51,96,39,71,34,53,35,52,88,76,33,55,94,71,65,61,59,71,3,7,3,7,212,4,Industry Ready
S1683,8.38,35,54,58,85,42,92,45,51,58,61,36,38,82,95,53,52,85,49,93,87,46,57,44,58,61,3,2,2,0,393,16,Industry Ready
S1684,9.5,61,60,56,53,56,71,58,50,94,40,79,77,23,94,89,49,58,49,71,40,59,32,40,95,81,0,3,5,3,36,1,Industry Ready
S1685,7.89,39,83,47,33,47,86,71,37,51,85,96,72,50,85,89,89,98,52,63,46,84,63,65,43,50,0,5,5,7,284,4,Industry Ready
S1686,7.96,32,34,89,52,47,47,58,85,94,57,73,65,70,52,32,32,45,73,53,82,73,41,57,82,94,1,4,5,4,173,7,Industry Ready
S1687,6.7,88,42,98,58,91,40,49,80,43,97,29,37,69,32,25,58,16,76,86,88,97,90,94,86,97,1,4,4,0,103,5,Industry Ready
S1688,8.81,78,57,50,50,43,92,46,89,86,88,44,22,33,49,85,17,24,50,54,90,58,54,65,98,73,2,5,2,6,215,7,Industry Ready
